age,employment_type,years_employed,annual_income,monthly_debt,loan_amount_requested,loan_purpose,credit_score,missed_payments,savings,dti_ratio,loan_to_income,defaulted
37,Salaried,7,2254464.97,110890.22,6638506.34,Education,610,0,474615.33,59.0243,2.944604,0
29,Salaried,9,4221167.31,209106.18,6626215.29,Vehicle,621,2,571149.74,59.445,1.569759,0
24,Self-Employed,3,1151365.91,15321.29,918595.52,Personal,499,1,544997.54,15.9685,0.797831,0
23,Salaried,5,1334384.5,28183.25,3565238.53,Business,765,1,384178.19,25.3449,2.671823,0
32,Salaried,9,1582853.15,81338.18,6986456.67,Business,577,1,184475.8,61.6645,4.413838,1
21,Business Owner,1,976541.99,9636.1,1566266.4,Vehicle,737,3,247848.11,11.8411,1.60389,0
33,Salaried,4,1383952.92,68254.12,5896141.51,Business,642,2,234962.18,59.1819,4.260363,1
35,Salaried,11,517743.44,13254.22,1851172.2,Home,678,1,147802.43,30.72,3.575462,0
35,Self-Employed,12,656080.93,35019.34,922796.23,Vehicle,725,2,367053.2,64.0519,1.406528,0
24,Salaried,5,920328.54,9204.79,1218183.17,Vehicle,711,1,444719.58,12.002,1.323639,0
44,Freelancer,5,2455047.0,25657.0,7824489.01,Business,697,0,353313.79,12.5409,3.187104,0
27,Salaried,9,7977053.5,278566.49,27231940.13,Business,745,0,424649.34,41.9052,3.413784,0
43,Self-Employed,4,1545758.24,44380.64,2312891.96,Vehicle,624,0,382885.3,34.4535,1.496283,0
38,Salaried,4,1581494.29,94815.38,6904625.13,Business,678,1,78779.9,71.9436,4.365887,0
21,Salaried,3,1468184.3,17802.95,4176015.5,Business,638,2,586085.21,14.551,2.84434,0
27,Freelancer,9,2272660.26,105871.45,1821310.06,Education,584,0,127593.42,55.9018,0.8014,0
42,Salaried,10,3558151.14,65688.17,3000950.89,Education,716,0,308232.02,22.1536,0.843402,0
38,Salaried,5,1989621.23,42102.07,6276554.56,Education,736,0,169515.08,25.393,3.154648,0
29,Salaried,8,824529.93,30849.11,2382100.27,Home,809,3,2666292.31,44.897,2.88904,0
36,Salaried,9,3129539.98,43457.52,13634710.19,Home,665,2,124787.18,16.6635,4.356778,0
37,Business Owner,13,606911.97,23647.31,1700268.43,Business,671,2,1031464.98,46.756,2.801508,0
21,Salaried,0,1880166.63,47933.27,5065566.92,Education,753,0,232057.07,30.593,2.694212,0
21,Business Owner,3,1673725.89,61633.16,6387203.85,Business,717,3,768123.95,44.1887,3.816159,1
27,Salaried,5,1321877.94,44587.32,900992.66,Vehicle,652,2,803371.31,40.4763,0.6816,0
43,Self-Employed,11,1413052.7,50344.66,2625567.87,Education,539,0,348048.2,42.754,1.858082,0
31,Salaried,9,1760919.39,32872.95,6690805.8,Home,756,0,447276.52,22.4017,3.799609,0
28,Self-Employed,2,896977.74,21544.54,4880824.82,Home,756,2,197501.26,28.8228,5.441411,1
25,Freelancer,7,1639306.26,20833.96,1675512.39,Personal,657,0,69712.08,15.2508,1.022086,0
21,Salaried,0,2709642.14,39892.32,2525915.03,Vehicle,565,1,86278.65,17.6668,0.932195,0
33,Salaried,5,1187916.18,18054.49,2964877.94,Business,724,1,529800.39,18.2381,2.495865,0
51,Salaried,10,3916053.05,36853.82,6964503.38,Vehicle,712,0,850389.56,11.2932,1.77845,0
24,Salaried,6,894078.76,31454.32,4517519.93,Home,602,0,498230.19,42.2168,5.052709,0
36,Business Owner,14,7784201.0,234664.94,5112154.71,Vehicle,717,0,220372.8,36.1756,0.656735,0
29,Business Owner,10,1470565.91,36114.27,3045943.39,Home,716,1,99962.49,29.4697,2.071273,0
48,Salaried,9,1148452.25,15508.9,1185183.22,Vehicle,749,1,186470.52,16.205,1.031983,0
42,Salaried,15,1347825.96,17631.6,4983192.38,Home,682,4,184921.88,15.6978,3.697208,0
33,Business Owner,7,1469715.17,38725.84,693346.02,Personal,761,1,254414.52,31.6191,0.471755,0
24,Salaried,3,1290254.34,29170.17,1490033.91,Vehicle,706,1,61239.42,27.1297,1.154837,0
37,Salaried,9,2484014.49,35390.7,1763043.26,Personal,729,3,215231.38,17.0969,0.709756,0
40,Salaried,12,1968582.49,33907.85,9165397.68,Home,710,0,248853.2,20.6694,4.655836,0
48,Salaried,11,2527485.46,113550.08,12367896.29,Business,730,0,128645.71,53.9113,4.89336,0
39,Salaried,10,1307600.03,98487.48,6010436.98,Home,731,2,170862.12,90.3831,4.596541,1
32,Salaried,3,1059947.66,23278.05,1631959.16,Business,665,2,269994.17,26.3538,1.53966,0
21,Freelancer,0,883964.07,44351.09,3481712.54,Home,782,1,219186.97,60.2075,3.938749,1
27,Salaried,9,4513855.82,134922.06,2929262.67,Vehicle,711,1,237142.62,35.8688,0.648949,0
39,Salaried,11,3050280.29,90359.34,12986033.68,Home,613,0,111801.45,35.5479,4.257325,0
22,Freelancer,0,826316.16,26143.13,4283925.06,Home,789,0,134957.05,37.9658,5.184366,0
29,Self-Employed,0,916602.06,20318.22,3495971.19,Home,663,3,459310.29,26.6003,3.814056,1
27,Business Owner,5,1731054.55,39441.38,1631960.61,Personal,736,0,492971.43,27.3415,0.942755,0
25,Salaried,4,1608000.97,99387.84,5958483.83,Business,615,0,184027.11,74.17,3.705523,1
41,Self-Employed,5,1223606.22,41808.89,4344968.52,Home,703,1,361636.67,41.0023,3.550953,0
29,Self-Employed,3,1232386.97,30647.05,5290313.03,Business,781,1,190957.03,29.8416,4.292737,0
35,Salaried,3,3454350.92,202175.31,7219111.16,Business,744,0,117902.89,70.2333,2.08986,1
23,Salaried,3,6436012.36,150825.33,8304934.73,Vehicle,569,0,723558.88,28.1215,1.290385,0
28,Self-Employed,9,876064.26,22996.65,1978956.72,Business,831,2,1381629.14,31.4999,2.258917,0
32,Salaried,11,1224507.11,15364.26,1459930.4,Vehicle,747,3,53193.23,15.0568,1.19226,0
35,Self-Employed,6,1406085.09,24255.45,2218983.85,Personal,609,3,192911.14,20.7004,1.578129,0
48,Salaried,5,1324626.07,33777.35,2141225.15,Personal,590,0,280486.45,30.5994,1.616475,0
31,Freelancer,5,1157909.03,31865.32,1776425.75,Vehicle,724,2,265311.66,33.0237,1.534167,0
32,Freelancer,11,3347161.22,51012.03,15349341.78,Business,811,0,162746.25,18.2885,4.585779,0
28,Self-Employed,3,640302.29,12651.29,2754931.82,Business,656,0,530761.21,23.71,4.302549,0
29,Salaried,11,1394666.58,40385.75,3863006.78,Business,532,1,449348.49,34.7487,2.769843,1
34,Salaried,5,1683609.43,7172.89,3629716.25,Education,654,1,621720.19,5.1125,2.155913,0
34,Freelancer,2,813207.97,12384.36,1032123.03,Vehicle,622,0,318066.98,18.2748,1.269199,0
25,Salaried,5,1222047.33,43075.31,4863202.55,Business,802,1,117348.24,42.2982,3.979553,1
35,Salaried,4,1453757.7,19947.87,1560354.58,Education,765,1,560195.4,16.4659,1.073325,0
39,Self-Employed,5,2435433.63,50719.57,2060873.92,Personal,721,0,305178.11,24.9908,0.846204,0
30,Salaried,12,1004444.07,43130.66,5869547.08,Home,683,1,336032.78,51.5278,5.843578,1
33,Business Owner,2,2732386.24,102417.4,7772318.6,Home,759,2,66773.43,44.9793,2.844517,0
38,Freelancer,10,2642173.82,82354.94,2693927.19,Personal,729,1,857617.25,37.4033,1.019587,0
29,Self-Employed,11,1730133.79,74656.81,3995920.89,Education,711,2,112491.81,51.7811,2.309602,0
35,Salaried,12,1065167.03,21111.37,888472.18,Personal,641,0,141773.18,23.7837,0.834115,0
45,Business Owner,0,1867646.88,57610.13,1547854.77,Vehicle,565,0,465287.45,37.0156,0.828773,0
31,Salaried,12,594350.29,26121.39,1825109.19,Education,582,1,886596.88,52.7394,3.070764,0
28,Business Owner,10,1277270.62,40663.35,2483558.05,Business,721,2,230015.29,38.2034,1.944426,1
31,Self-Employed,3,406754.74,16901.28,456826.09,Personal,639,0,537239.63,49.8618,1.1231,0
31,Salaried,8,3118384.39,128318.79,9552995.79,Business,607,3,105465.23,49.379,3.063444,1
39,Salaried,7,1010867.41,31399.34,2634175.61,Business,733,1,153524.65,37.2741,2.605857,1
36,Salaried,6,1341108.65,68193.23,4253399.81,Home,634,0,532243.62,61.0181,3.171555,0
36,Salaried,12,1605636.14,41105.65,4447073.39,Home,741,1,347143.2,30.721,2.769664,0
25,Salaried,2,1256667.18,83967.39,4689065.75,Home,756,0,41764.38,80.181,3.731351,0
23,Business Owner,0,1822051.36,73368.16,4352749.69,Business,563,3,288226.18,48.3201,2.388928,1
43,Self-Employed,6,2131347.82,72939.31,3457577.44,Vehicle,866,0,38627.65,41.0666,1.622249,0
41,Salaried,1,1626131.29,35769.86,9564816.95,Home,731,0,520701.97,26.3963,5.881946,0
22,Business Owner,3,1533862.62,53106.95,3456126.59,Education,711,1,418492.01,41.5476,2.253218,1
24,Self-Employed,0,638210.67,24113.74,1877988.8,Education,682,1,840479.7,45.34,2.942584,0
37,Self-Employed,7,1408454.0,70316.55,1411419.55,Personal,491,1,208702.03,59.9096,1.002106,0
47,Self-Employed,11,2483366.35,62947.9,6063893.17,Business,500,1,913147.82,30.4174,2.441804,0
48,Salaried,13,1257310.53,64158.44,1540828.72,Education,656,1,216443.08,61.234,1.225496,0
43,Business Owner,8,1879717.02,43180.87,2264562.38,Personal,668,1,183199.19,27.5664,1.204736,0
25,Salaried,7,1567217.78,15460.34,8377435.39,Home,868,2,156892.39,11.8378,5.345419,0
23,Salaried,5,868575.57,19460.37,627207.09,Personal,665,0,181370.99,26.8859,0.72211,0
41,Self-Employed,1,802900.18,28807.87,3040852.35,Business,668,2,103198.38,43.0557,3.787335,0
44,Self-Employed,4,682918.52,22232.24,854579.34,Vehicle,604,1,148742.48,39.0657,1.251364,0
29,Business Owner,11,3493232.41,56957.89,7637366.07,Home,784,0,966041.39,19.5663,2.186332,0
30,Salaried,7,2380503.42,87204.97,2271714.32,Personal,750,2,55506.02,43.9596,0.9543,1
39,Salaried,7,884796.62,36219.64,2832472.28,Business,539,0,706697.25,49.1227,3.201269,1
33,Business Owner,2,913466.89,24919.02,3232338.52,Business,741,1,189566.82,32.7355,3.538539,0
41,Salaried,2,3089176.41,69591.85,3335895.1,Education,719,1,246674.42,27.0332,1.079866,0
36,Salaried,0,1155561.75,28247.55,708445.02,Personal,650,1,425260.39,29.3338,0.613074,0
35,Business Owner,5,807545.08,21624.61,1146342.54,Personal,806,3,310952.98,32.1338,1.41954,0
46,Self-Employed,0,2120958.35,37117.25,8797906.55,Business,738,0,276653.24,21.0003,4.148081,0
37,Business Owner,4,1156407.01,29742.45,1025477.27,Vehicle,778,0,266559.3,30.8636,0.886779,0
21,Salaried,3,660299.93,36826.77,611387.24,Education,851,0,188786.48,66.9273,0.925924,1
31,Salaried,12,778803.59,11525.2,994768.7,Education,624,2,183387.58,17.7583,1.277304,0
23,Salaried,1,1351117.83,86552.07,4132685.46,Home,598,0,248779.51,76.8715,3.058716,1
34,Business Owner,14,2404746.14,27109.98,11952438.62,Home,712,1,744452.66,13.5282,4.970354,0
24,Salaried,6,694431.86,6950.27,3499167.91,Home,600,0,142229.85,12.0103,5.038893,0
28,Salaried,2,2519751.36,81763.41,4314318.75,Vehicle,774,0,607626.79,38.9388,1.7122,0
29,Self-Employed,2,1143756.24,17338.18,1702127.3,Personal,802,0,567547.44,18.1908,1.488191,0
34,Salaried,9,1107800.5,61392.71,1867239.78,Personal,622,1,192286.55,66.5023,1.685538,0
36,Salaried,3,744401.27,16441.9,779407.93,Personal,834,2,1281872.96,26.5049,1.047027,1
36,Salaried,0,1116629.72,43020.27,2259235.88,Home,729,1,312454.97,46.2323,2.023263,0
30,Salaried,12,1000739.98,50666.17,2350771.99,Business,682,1,617287.0,60.7544,2.349034,1
53,Freelancer,0,3334791.45,76793.58,8865342.81,Home,808,1,92478.69,27.6336,2.65844,1
41,Salaried,3,799334.82,9006.6,986013.81,Personal,638,0,328819.3,13.5211,1.233543,0
34,Salaried,7,2092748.7,52699.79,1878958.9,Vehicle,660,0,359049.37,30.2185,0.897843,0
53,Salaried,7,1345796.29,14836.11,5057679.56,Business,766,0,187122.58,13.2288,3.758132,0
52,Self-Employed,0,2273234.4,40035.36,2437387.66,Vehicle,547,0,303259.77,21.134,1.072211,0
42,Salaried,10,1945815.8,30036.94,2755029.03,Vehicle,709,1,32201.48,18.524,1.415874,0
23,Salaried,3,983457.15,27462.02,1574812.29,Business,586,2,668170.3,33.5088,1.601302,1
34,Salaried,3,1553761.6,47448.24,2315636.99,Vehicle,598,0,586222.89,36.6452,1.490343,0
28,Self-Employed,4,1576313.12,43234.85,2178449.25,Vehicle,627,1,291518.18,32.9134,1.38199,0
40,Business Owner,10,1390344.99,44368.58,859499.92,Personal,693,1,409272.21,38.2943,0.618192,0
28,Freelancer,3,2161948.28,52390.64,1673773.82,Vehicle,609,0,479796.84,29.0797,0.774197,1
42,Self-Employed,9,1835841.21,9768.2,7519884.62,Home,702,1,107916.18,6.385,4.096152,0
30,Business Owner,6,1631790.42,44674.31,2893617.05,Personal,627,0,88387.27,32.853,1.773277,0
37,Salaried,7,384320.07,9288.7,1243518.07,Home,553,2,461567.3,29.003,3.235631,0
35,Salaried,10,1085760.16,43839.61,3622531.74,Home,604,0,201640.83,48.4523,3.336401,1
30,Freelancer,4,678207.61,24288.33,789696.98,Education,700,0,123696.8,42.975,1.164388,0
26,Salaried,8,767958.95,17685.73,3641042.28,Business,549,0,231754.0,27.6354,4.741194,1
36,Salaried,6,1679233.21,62946.45,2753356.42,Education,846,2,263612.65,44.9823,1.639651,0
21,Salaried,3,923046.71,31246.94,3688771.12,Home,822,2,298572.64,40.6224,3.9963,0
41,Self-Employed,14,2035962.99,66758.6,3384246.24,Personal,697,2,311469.46,39.3476,1.662234,0
26,Self-Employed,8,823000.03,39510.23,3319473.99,Home,728,2,426035.46,57.6091,4.033383,0
40,Salaried,12,985699.05,12440.22,1487158.94,Personal,857,2,179202.63,15.1448,1.508735,0
29,Salaried,7,1775859.03,52764.32,5327675.1,Business,718,0,37612.86,35.6544,3.000055,0
26,Self-Employed,7,1349206.91,73015.42,6989364.2,Home,813,1,239954.38,64.9407,5.18035,1
31,Self-Employed,0,715699.44,13471.28,605189.25,Personal,745,0,76558.7,22.587,0.845591,0
32,Freelancer,8,1251704.91,24043.45,3925213.23,Business,681,0,587836.6,23.0503,3.135893,0
28,Salaried,10,2274572.33,62815.47,4454035.6,Vehicle,616,0,264883.06,33.1397,1.958186,0
33,Salaried,6,1277215.25,50237.08,3057394.49,Business,753,2,265276.92,47.2,2.393797,0
41,Self-Employed,12,701308.22,29478.58,3054666.5,Home,579,1,190461.86,50.4404,4.355669,0
22,Freelancer,1,1252343.71,44558.92,1219180.7,Vehicle,662,2,36098.34,42.6965,0.973519,0
28,Salaried,10,2037056.44,52924.73,8986396.45,Business,753,0,430889.76,31.1772,4.411462,0
28,Self-Employed,10,2833039.21,37362.74,4675956.09,Personal,822,0,180005.5,15.8259,1.650509,0
41,Freelancer,13,2683113.23,43616.93,11038359.16,Business,850,1,146714.21,19.5073,4.114012,0
28,Salaried,10,534852.67,8049.97,668294.35,Personal,648,0,520285.51,18.061,1.249492,0
21,Freelancer,3,1360292.3,20711.77,2886637.57,Home,698,2,126770.12,18.2712,2.122072,0
21,Salaried,3,4249559.21,252101.56,7581713.09,Business,575,1,244964.84,71.189,1.784118,0
21,Salaried,3,1721230.39,36875.68,5120060.01,Home,608,1,262824.88,25.7088,2.974651,0
38,Business Owner,5,2429272.61,61592.84,6825214.4,Home,739,1,613330.13,30.4253,2.809571,0
40,Business Owner,11,1146970.17,27318.67,1063977.71,Vehicle,739,0,454677.2,28.5817,0.927642,0
29,Salaried,11,2959294.15,14963.02,3720179.64,Vehicle,716,2,202180.84,6.0675,1.257117,0
40,Salaried,7,1821061.22,49252.4,9559934.36,Home,674,2,134708.38,32.4552,5.24965,0
33,Salaried,10,961089.75,23623.81,1299247.42,Vehicle,777,3,173693.02,29.4963,1.351848,0
27,Freelancer,2,2132823.15,91214.79,1611978.6,Personal,659,0,64747.17,51.3206,0.755796,0
25,Self-Employed,3,4824578.27,226075.39,8126566.21,Vehicle,812,1,610580.76,56.2309,1.68441,0
22,Salaried,4,2820603.79,117608.83,5663305.71,Home,733,0,208583.03,50.0356,2.007835,0
43,Salaried,13,1061250.55,23040.64,2538078.85,Education,742,2,196408.83,26.053,2.391593,0
36,Salaried,11,1063773.6,61958.4,1307899.52,Vehicle,678,2,117047.91,69.8928,1.22949,0
37,Self-Employed,15,1261511.13,38552.23,1533911.8,Vehicle,723,0,111989.89,36.6724,1.215932,0
21,Salaried,3,2741693.31,26397.52,16237927.86,Home,703,0,590980.08,11.5538,5.922591,0
21,Salaried,3,1361088.83,61278.12,2994416.03,Education,573,1,126355.33,54.0257,2.200015,0
38,Salaried,7,669287.96,30959.29,644735.82,Education,595,0,790909.63,55.5085,0.963316,1
37,Salaried,10,999963.78,15566.89,2684403.62,Education,724,2,140700.72,18.6809,2.684501,1
27,Salaried,7,3662618.77,108311.49,5741362.42,Personal,754,1,437165.22,35.4866,1.567557,0
40,Freelancer,5,2020641.3,39270.73,7190052.06,Business,731,1,432064.99,23.3217,3.558302,0
42,Salaried,7,1499744.63,16433.29,6442427.83,Business,613,0,395423.37,13.1489,4.295683,0
28,Self-Employed,10,1791209.32,30263.4,3429926.05,Vehicle,706,0,227551.03,20.2746,1.914866,1
39,Salaried,11,922510.55,17430.26,3016204.07,Business,512,1,138315.39,22.6732,3.269561,0
35,Freelancer,3,793810.66,6190.36,942181.28,Personal,481,1,96400.87,9.3579,1.186909,0
31,Self-Employed,9,1399680.31,39002.16,8199461.03,Home,678,3,287549.49,33.4381,5.858096,0
28,Business Owner,10,2983198.23,91763.74,10912599.15,Home,533,1,74485.82,36.9122,3.65802,1
50,Business Owner,0,940970.81,26588.33,719786.68,Vehicle,731,0,202956.83,33.9075,0.76494,0
30,Salaried,12,968124.53,56038.3,1579136.07,Personal,663,1,228593.32,69.46,1.631129,0
35,Salaried,2,4468418.2,273493.17,19512368.28,Home,702,3,130344.85,73.447,4.366728,1
21,Salaried,2,2104781.69,69135.69,8332826.15,Business,752,2,217324.73,39.4164,3.958998,0
41,Salaried,11,676037.17,15955.8,857490.5,Personal,705,0,162488.39,28.3223,1.268407,0
40,Freelancer,2,1342239.86,62348.34,2090568.19,Education,726,1,395890.42,55.7412,1.557522,0
24,Self-Employed,0,3239272.87,137949.35,4626073.03,Personal,779,2,681295.5,51.1038,1.428121,0
25,Salaried,4,818908.6,11499.91,3695339.56,Home,474,1,76837.68,16.8516,4.512518,1
39,Salaried,8,1503409.55,55403.32,765304.5,Vehicle,683,0,137394.83,44.2221,0.509046,0
30,Salaried,2,1386277.91,73264.96,1970024.13,Vehicle,597,0,306496.36,63.4201,1.421089,0
28,Self-Employed,9,3282338.13,130359.04,2887457.93,Personal,671,0,204258.34,47.6584,0.879695,0
31,Salaried,8,2559288.16,86907.85,2875299.48,Education,618,3,129904.82,40.7494,1.123476,0
27,Salaried,7,3573814.35,78953.05,3913773.73,Personal,652,1,496358.78,26.5105,1.095125,0
21,Self-Employed,2,2149306.83,27107.88,5094983.0,Education,622,3,928619.25,15.1349,2.370524,0
34,Freelancer,10,363159.87,17887.04,832079.95,Education,887,0,458732.83,59.1047,2.291222,0
24,Salaried,1,1579663.24,41914.85,6549538.17,Business,471,0,179761.93,31.8408,4.146161,1
45,Freelancer,1,647481.7,28281.89,668067.66,Education,633,3,407938.94,52.4158,1.031794,1
44,Salaried,5,1342812.44,27201.93,7895674.13,Home,762,0,106010.38,24.3089,5.879953,1
29,Self-Employed,0,838791.79,8685.77,1591699.96,Vehicle,747,0,197818.02,12.4261,1.89761,0
27,Self-Employed,2,1550524.3,47694.03,7727673.2,Business,479,0,189693.88,36.9119,4.98391,0
30,Salaried,9,783083.83,18275.35,4508512.19,Home,651,2,459451.17,28.0052,5.757381,1
44,Self-Employed,1,468919.33,21256.75,364529.61,Vehicle,487,0,291691.28,54.3976,0.777382,1
21,Salaried,1,1974080.79,31195.21,4682018.63,Business,583,1,130221.73,18.9629,2.371746,1
30,Salaried,0,772156.49,9186.12,2589823.12,Home,747,2,108857.46,14.276,3.354013,0
43,Self-Employed,11,3159389.82,89057.78,9402672.35,Business,600,1,139722.39,33.8259,2.976104,0
42,Salaried,16,2013784.38,90921.3,3617326.37,Business,703,1,195898.99,54.1794,1.796283,1
30,Self-Employed,11,1326621.89,35859.29,1854201.1,Education,734,0,547185.91,32.4366,1.397686,0
23,Self-Employed,5,1141829.27,10962.45,1612269.79,Personal,744,0,179643.0,11.5209,1.412006,0
33,Salaried,13,3561378.15,75620.92,1956247.02,Personal,789,1,212247.03,25.4803,0.549295,0
30,Business Owner,8,1463747.52,18819.69,1605651.0,Vehicle,762,1,393452.71,15.4286,1.096945,0
38,Business Owner,14,1454989.29,13363.58,1635892.77,Education,681,3,18807.94,11.0216,1.124333,0
40,Salaried,11,1087174.57,23834.15,2996666.26,Business,623,1,249613.96,26.3076,2.75638,0
36,Salaried,9,1557964.11,8476.16,623587.47,Personal,704,0,233881.01,6.5286,0.400258,0
35,Salaried,12,1349075.3,52866.01,2118635.96,Personal,645,2,224228.16,47.0242,1.570436,1
42,Self-Employed,8,1679315.35,7557.92,930837.75,Vehicle,499,0,281826.84,5.4007,0.554296,0
35,Freelancer,1,3585895.43,94321.5,2671450.03,Vehicle,674,3,63807.13,31.5642,0.744988,0
25,Salaried,4,3112770.19,49648.53,10409363.06,Business,786,0,208000.83,19.1399,3.344083,0
43,Business Owner,11,1845679.58,33934.32,3826947.05,Education,854,0,134807.73,22.063,2.073462,0
27,Self-Employed,6,1533247.5,62424.24,1747366.17,Vehicle,886,2,775382.35,48.8565,1.13965,0
23,Salaried,5,460466.51,7812.96,422826.2,Vehicle,623,1,85822.64,20.361,0.918256,0
33,Salaried,10,1149291.57,49001.79,2196229.56,Vehicle,655,0,414262.62,51.1638,1.910942,0
44,Salaried,9,1441814.05,80759.37,2851464.79,Vehicle,854,0,235316.76,67.2148,1.977692,0
21,Salaried,3,1259518.18,34513.99,2887596.53,Business,669,1,53530.66,32.883,2.29262,0
30,Salaried,8,714059.87,16896.27,3077607.34,Business,690,1,376358.17,28.3947,4.310013,1
35,Salaried,6,994756.07,6824.6,4720967.2,Business,611,1,124934.58,8.2327,4.745854,0
37,Salaried,5,1746895.06,29628.38,9286249.39,Home,756,1,560678.48,20.3527,5.31586,0
31,Self-Employed,6,714854.71,6538.03,551079.77,Vehicle,592,1,370577.02,10.9751,0.770898,0
37,Self-Employed,1,490831.85,10677.27,867025.69,Business,815,4,189589.25,26.1041,1.766441,0
37,Self-Employed,0,2071095.7,141700.0,7010346.97,Education,812,0,499335.25,82.1015,3.384849,1
32,Self-Employed,8,2238594.67,35897.5,3969654.04,Business,675,0,587162.35,19.2429,1.77328,0
41,Salaried,7,677609.53,11996.43,1319301.37,Business,704,5,1119584.56,21.2449,1.946994,1
21,Salaried,3,1583311.86,9478.24,4345785.53,Home,639,0,203265.21,7.1836,2.744744,0
21,Business Owner,1,4194445.24,72882.67,5705730.11,Education,649,2,281749.36,20.8512,1.360306,0
27,Business Owner,1,2166700.9,65899.36,2257807.93,Vehicle,780,0,83532.07,36.4975,1.042049,0
22,Business Owner,4,750051.14,23803.49,435166.1,Vehicle,664,2,101730.68,38.083,0.580182,0
34,Salaried,11,692396.34,14027.45,1202720.74,Vehicle,797,1,415208.61,24.3111,1.737041,0
37,Self-Employed,2,912233.24,30148.84,3847975.14,Business,712,1,377738.76,39.6594,4.218192,1
28,Freelancer,3,1538241.71,110174.18,8403678.68,Home,856,1,265303.98,85.9481,5.463172,1
21,Salaried,2,953498.2,35459.52,451502.28,Personal,694,0,89041.42,44.6266,0.473522,0
23,Salaried,5,960061.46,31311.52,4457384.44,Home,682,0,213795.19,39.1369,4.642812,0
26,Self-Employed,3,2279933.81,8568.74,6443009.68,Education,680,4,361702.65,4.51,2.825963,0
35,Business Owner,7,1559687.17,40256.8,4764771.03,Home,749,1,864466.25,30.973,3.054953,0
39,Self-Employed,8,1069724.55,6843.82,797780.19,Vehicle,728,4,806509.36,7.6773,0.745781,0
35,Salaried,9,3133454.5,133714.95,4466729.02,Education,745,0,261804.8,51.208,1.425497,0
35,Salaried,10,1363458.5,41627.84,5007821.77,Home,693,1,296208.98,36.6373,3.672882,0
21,Salaried,3,1420143.16,75508.54,5490918.46,Home,618,2,366993.78,63.8036,3.866454,1
21,Business Owner,3,1278220.56,27087.29,1749531.84,Personal,763,3,65134.79,25.4297,1.368725,0
26,Salaried,0,1938000.96,51607.4,8826687.56,Home,739,0,1444934.22,31.955,4.554532,0
34,Self-Employed,7,2321268.02,115517.14,1832686.98,Vehicle,530,0,131048.91,59.7176,0.78952,0
28,Self-Employed,10,1464452.72,92420.65,2678975.79,Business,563,0,106173.14,75.7312,1.829336,0
39,Salaried,5,1501158.71,55836.56,5979789.83,Business,676,1,108884.74,44.6348,3.983449,0
35,Salaried,3,1633958.4,4097.06,2569464.22,Vehicle,759,2,367460.8,3.0089,1.57254,0
44,Salaried,7,685090.24,12277.41,3086138.61,Home,769,1,278755.6,21.505,4.504718,0
29,Salaried,7,1555607.2,25282.36,6886036.22,Home,698,1,286065.42,19.5029,4.426591,0
24,Business Owner,5,2307782.19,54278.29,2754832.08,Vehicle,756,0,481574.0,28.2236,1.193714,0
35,Salaried,11,1408345.78,64595.28,3779081.24,Business,777,1,129385.26,55.0393,2.683348,0
32,Self-Employed,2,2671516.31,92564.23,933440.63,Personal,482,0,228583.38,41.5783,0.349405,0
26,Freelancer,6,1586274.94,97705.56,8685353.0,Home,700,1,789575.8,73.9132,5.475314,1
50,Self-Employed,13,2163612.83,101572.74,10451150.56,Home,815,0,342964.53,56.3351,4.830416,0
38,Salaried,10,527051.38,28101.93,2231759.23,Home,787,3,100137.3,63.983,4.234424,1
23,Self-Employed,3,2054327.35,37808.43,1280505.23,Personal,804,0,331344.7,22.0851,0.623321,0
25,Salaried,3,1606968.92,49983.18,1847135.02,Personal,665,0,83053.01,37.3248,1.149453,0
23,Self-Employed,2,1803434.88,85883.25,4052845.0,Education,759,1,642994.34,57.1464,2.247292,0
36,Salaried,5,1457424.05,37705.0,1936069.86,Personal,635,0,650653.79,31.0452,1.328419,0
34,Business Owner,13,2233869.4,47017.94,3723425.4,Personal,703,2,176301.93,25.2573,1.666805,0
30,Salaried,12,1398123.81,21809.72,6780456.48,Business,771,2,1216373.73,18.7191,4.849682,0
35,Salaried,8,546603.71,6969.8,841330.46,Personal,836,3,579649.55,15.3013,1.539196,0
27,Salaried,9,1302082.92,68537.22,978783.14,Vehicle,772,0,105582.25,63.1639,0.751706,0
43,Salaried,4,920524.53,22400.8,3527684.29,Business,735,0,1073565.28,29.2018,3.832255,0
22,Salaried,3,2488990.7,104666.09,7935295.1,Education,612,0,372036.42,50.4619,3.188158,0
32,Salaried,9,812801.31,1844.49,2465368.58,Home,749,0,160717.26,2.7232,3.033175,0
21,Self-Employed,3,502522.48,4537.18,1310259.54,Business,722,0,108006.13,10.8346,2.607365,0
27,Salaried,3,755518.06,6831.64,2104671.45,Business,657,0,982114.21,10.8508,2.785733,0
34,Salaried,9,1562019.66,60427.29,1253881.76,Vehicle,690,0,434042.98,46.4224,0.802731,0
41,Business Owner,4,2156462.12,43905.17,6085831.53,Home,612,1,126691.78,24.4318,2.822137,0
21,Salaried,3,1029749.47,19738.02,1970847.74,Vehicle,723,1,134409.16,23.0013,1.91391,0
38,Salaried,8,951254.38,45678.34,1379557.46,Vehicle,670,2,138495.35,57.6229,1.450251,0
33,Salaried,13,1333770.46,50966.84,1936419.81,Vehicle,794,1,486560.15,45.8551,1.451839,0
21,Salaried,3,1500019.77,13101.07,2054686.67,Vehicle,673,2,181560.03,10.4807,1.369773,0
